disease,source,cause
polio,Healthline,"Polio is caused by the poliovirus, which primarily targets nerve cells in the spinal cord and brainstem responsible for muscle movement. Nerve cells involved in sensation are generally unaffected.

The wild-type poliovirus, the naturally occurring strain, has been eliminated in most countries and now accounts for only a few cases of polio. However, the majority of infections worldwide are caused by the vaccine-derived poliovirus (VDPV), a variant of the virus more prevalent in regions using an oral vaccine containing a weakened form of the poliovirus.

The weakened virus in the oral vaccine does not directly cause polio, and individuals vaccinated with it rarely contract VDPV. Instead, VDPV emerges in areas where vaccination rates are low, allowing the virus to circulate and evolve within the community.

While the weakened virus from the oral vaccine does not cause illness itself, it can spread within a population. In communities with high vaccination coverage, the spread is controlled. However, in areas with low vaccination rates, the virus can circulate for extended periods, increasing the likelihood of mutations that cause it to behave like the wild-type virus.

Cases of VDPV have been reported in the United States, primarily in individuals who were unvaccinated or had compromised immune systems. One notable case in New York in 2022 occurred in a county with below-average vaccination rates, and wastewater analysis confirmed the presence of VDPV in some communities."
lupus,MayoClinic,"As an autoimmune disease, lupus occurs when your immune system attacks healthy tissue in your body. It's likely that lupus results from a combination of your genetics and your environment.

It appears that people with an inherited predisposition for lupus may develop the disease when they come into contact with something in the environment that can trigger lupus. The cause of lupus in most cases, however, is unknown. Some potential triggers include:

Sunlight. Exposure to the sun may bring on lupus skin lesions or trigger an internal response in susceptible people.
Infections. Having an infection can initiate lupus or cause a relapse in some people.
Medications. Lupus can be triggered by certain types of blood pressure medications, anti-seizure medications and antibiotics. People who have drug-induced lupus usually get better when they stop taking the medication. Rarely, symptoms may persist even after the drug is stopped."
lupus,MedlinePlus,"The cause of lupus is unknown. Researchers are studying what might cause or trigger the disease, such as:

Genetics
Environmental factors, such as viral infections, sunlight, certain medicines, and smoking
Problems with the immune system"
lupus,Healthline,"While experts don’t know exactly what causes lupus, they think it may be a combination of many underlying factors. These may include:

Environment: A 2019 review identified potential triggers like smoking, stress, and exposure to toxins like silica dust as potential lupus causes.
Genetics: According to the Lupus Foundation of America, more than 50 genes associated with lupus have been identified. Additionally, having a family history of lupus may put a person at slightly higher risk for experiencing the condition.
Hormones: A 2019 review suggests that atypical hormone levels, such as increased estrogen levels, could contribute to lupus.
Infections: According to a 2021 review, experts are still studying the link between lupus and infections like cytomegalovirus and Epstein-Barr.
Medications: Long-term use of certain medications, such as hydralazine (Apresoline), procainamide (Procanbid), and quinidine, has been linked with DIL. Also, people taking TNF blocker medications for conditions such as rheumatoid arthritis (RA), inflammatory bowel disease, and ankylosing spondylitis can develop DIL. Though rare, tetracyclines, like minocycline, which can be used to treat acne and rosacea, can cause DIL as well.
It’s also possible to have experienced none of the known potential causes of lupus listed here and still have the autoimmune disease."
hemophilia,MayoClinic,"When a person bleeds, the body typically pools blood cells together to form a clot to stop the bleeding. Clotting factors are proteins in the blood that work with cells known as platelets to form clots. Hemophilia occurs when a clotting factor is missing or levels of the clotting factor are low.

Congenital hemophilia
Hemophilia is usually inherited, meaning a person is born with the disorder (congenital). Congenital hemophilia is classified by the type of clotting factor that's low.

The most common type is hemophilia A, associated with a low level of factor 8 The next most common type is hemophilia B, associated with a low level of factor 9.

Acquired hemophilia
Some people develop hemophilia with no family history of the disorder. This is called acquired hemophilia.

Acquired hemophilia is a variety of the condition that occurs when a person's immune system attacks clotting factor 8 or 9 in the blood. It can be associated with:

Pregnancy
Autoimmune conditions
Cancer
Multiple sclerosis
Drug reactions
Hemophilia inheritance
In the most common types of hemophilia, the faulty gene is located on the X chromosome. Everyone has two sex chromosomes, one from each parent. Females inherit an X chromosome from the mother and an X chromosome from the father. Males inherit an X chromosome from the mother and a Y chromosome from the father.

This means that hemophilia almost always occurs in boys and is passed from mother to son through one of the mother's genes. Most women with the defective gene are carriers who have no signs or symptoms of hemophilia. But some carriers can have bleeding symptoms if their clotting factors are moderately decreased."
hemophilia,MedlinePlus,"Variants in the F8 gene cause hemophilia A, while variants in the F9 gene cause hemophilia B. The F8 gene provides instructions for making a protein called coagulation factor VIII. A related protein, coagulation factor IX, is produced from the F9 gene. Coagulation factors are proteins that work together in the blood clotting process. After an injury, blood clots protect the body by sealing off damaged blood vessels and preventing excessive blood loss.

Variants in the F8 or F9 gene lead to the production of an abnormal version of coagulation factor VIII or coagulation factor IX, or reduce the amount of one of these proteins. The altered or missing protein cannot participate effectively in the blood clotting process. As a result, blood clots cannot form properly in response to injury. These problems with blood clotting lead to continuous bleeding that can be difficult to control. The variants that cause severe hemophilia almost completely eliminate the activity of coagulation factor VIII or coagulation factor IX. The variants involved in mild and moderate hemophilia reduce but do not eliminate the activity of one of these proteins.

Another form of the disorder, known as acquired hemophilia, is not caused by inherited gene variants. This rare condition is characterized by abnormal bleeding into the skin, muscles, or other soft tissues, usually beginning in adulthood. Acquired hemophilia results when the body makes specialized proteins called autoantibodies that attack and disable coagulation factor VIII. The production of autoantibodies is sometimes associated with pregnancy, immune system disorders, cancer, or allergic reactions to certain drugs. In about half of cases, the cause of acquired hemophilia is unknown."
hemophilia,Healthline,"When a person bleeds, the body typically stops the bleeding by forming a clot. This process involves clotting factors, which are proteins in the blood, working together with platelets (specialized blood cells) to create the clot. Hemophilia occurs when a clotting factor is either missing or present at low levels.

Congenital Hemophilia
Hemophilia is most commonly inherited, meaning it is present from birth (congenital). Congenital hemophilia is categorized based on which clotting factor is deficient:

Hemophilia A: The most common type, caused by a deficiency of clotting factor 8.
Hemophilia B: The second most common type, caused by a deficiency of clotting factor 9.
Acquired Hemophilia
Some individuals develop hemophilia later in life, even without a family history of the disorder. This is known as acquired hemophilia.

Acquired hemophilia occurs when the immune system mistakenly attacks clotting factor 8 or 9 in the blood. It is associated with conditions such as:

Pregnancy
Autoimmune diseases
Cancer
Multiple sclerosis
Drug reactions
Hemophilia Inheritance
In the most common forms of hemophilia, the faulty gene is located on the X chromosome. Every individual inherits two sex chromosomes, one from each parent. Females inherit one X chromosome from their mother and one X chromosome from their father, while males inherit an X chromosome from their mother and a Y chromosome from their father.

Because the faulty gene is on the X chromosome, hemophilia primarily affects males and is typically passed from mother to son. Most women who carry the defective gene are asymptomatic carriers, although some may experience mild bleeding symptoms if their clotting factor levels are moderately reduced."
Chronic Fatigue Syndrome (CFS),MayoClinic,"The cause of myalgic encephalomyelitis/chronic fatigue syndrome (ME/CFS) is still unknown. A combination of factors may be involved, including:

Genetics. ME/CFS appears to run in some families, so some people may be born with a higher likelihood of developing the disorder.
Infections. Some people develop ME/CFS symptoms after getting better from a viral or bacterial infection.
Physical or emotional trauma. Some people report that they experienced an injury, surgery or significant emotional stress shortly before their symptoms began.
Problems with energy usage. Some people with ME/CFS have problems converting the body's fuel, primarily fats and sugars, into energy."
Chronic Fatigue Syndrome (CFS),MedlinePlus,"Scientists have been researching chronic fatigue syndrome for many years, but they still don't know for sure what causes it.

Many doctors believe that the way some conditions interact within the body and mind might leave some people at risk for CFS. For example, if someone has a virus and is under a lot of stress, the combination of these two things might make them more likely to develop CFS.

These things are believed to interact with each other in this way, putting some people at risk for CFS:

infections. Experts have wondered if infections like measles or Epstein-Barr virus (the virus that causes mono) might increase the risk for CFS. The role Epstein-Barr plays in CFS is not clear because studies have not confirmed it as a cause.
problems with the immune system or the nervous system
hormone imbalances
emotional stress
low blood pressure
Chronic fatigue syndrome can affect people of all ethnicities and ages, but it's most common in people in their forties or fifties. It's very rare in kids. A few teens do get CFS, and it affects more girls than guys.

Sometimes different people in the same family get CFS. This might be because the tendency to develop CFS is genetic, but more research is needed to see if this is true."
Chronic Fatigue Syndrome (CFS),Healthline,"The cause of CFS is unknown. Researchers speculate that contributing factors may include:

viruses
a weakened immune system
stress
hormonal imbalances
It’s also possible that some people are genetically predisposed to develop CFS.

Though CFS can sometimes develop after a viral infection, no single type of infection has been found to cause CFS. Some viral infections that have been studied in relation to CFS include those caused by:

Epstein-Barr virus (EBV)
human herpesvirus 6
Ross River virus (RRV)
rubella virus
Infections caused by bacteria, including Coxiella burnetii and Mycoplasma pneumoniae, have also been studied in relation to CFS.

The Centers for Disease Control and Prevention (CDC) has suggested that CFS may be the end stage of multiple different conditions, rather than one specific condition.

In fact, about 1 in 10 people with EBV, Ross River virus, or Coxiella burnetii infection will develop a condition that meets the criteria for a CFS diagnosis.

Additionally, researchers say that those who’ve had severe symptoms with any of these three infections are at a higher risk for later developing CFS.

People with CFS sometimes have weakened immune systems, but doctors don’t know whether this is enough to cause the disorder.

People with CFS can also sometimes have abnormal hormone levels. Doctors haven’t yet concluded whether this is significant, either.

Some people with CFS may concomitantly have some deficiencies in vitamins including B2 (riboflavin) or B12, but it is unclear if they improve with vitamin supplementation."
